Date,ConfFactor1,ConfFactor2,ConfFactor3
2002-01-03,0.8485598319588551,0.5572033335690433,0.3980122874513754
2002-02-07,0.3434148165483702,-0.16300697460982916,-0.891545223893386
2002-03-07,0.21470625610853297,0.22677554994336072,-0.3924096277657403
2002-04-04,-0.4038271628028458,0.30452355887656296,0.5658029509802771
2002-05-02,1.021563729521391,-1.3343732230928302,-0.7550959252337219
2002-06-06,0.5048678678887661,-0.7324059394951242,0.6446249564720234
2002-07-04,-0.035925569436873195,0.34742056082851336,-0.185249814638085
2002-09-12,-0.9371966567847365,0.822085669115953,0.5026478453602259
2002-10-10,0.49000494811517364,-0.71840102534962,-0.04065598642772128
2002-11-07,-0.9404955804588314,0.2009227100048845,0.0779414598410299
2002-12-05,-0.30319648253748893,-0.15240195594385814,-0.8290439049287759
2003-01-09,0.7621023665665465,-0.046707057567094826,-0.4040308585006359
2003-02-06,0.38001009177494416,-0.10855618516418024,0.06475556606817615
2003-03-06,0.2758038610432955,0.9135444119286487,-0.47478753776000504
2003-04-03,0.4761557996803373,0.2789438226206449,-0.2544982116827218
2003-05-08,0.9309270877697396,-0.9296026832102595,-0.5826199164923362
2003-06-05,0.9313911183532246,2.35890482233218,1.0488733451071566
2003-07-10,0.4753958087129177,0.20280705971263396,-0.054795418203546886
2003-09-04,0.4893302668514785,0.8570262212657205,-0.2696356769521654
2003-10-02,0.11625801157659586,-1.1543058553389673,-0.07024296742690925
2003-11-06,0.20401213022093043,-0.10606284817455125,-0.5956063369833817
2003-12-04,0.22822545784814027,0.9858640791888921,0.3797620627749722
2004-01-08,-0.04713426185327658,0.4137994783049171,0.2594494073200298
2004-02-05,-0.22250750177572282,0.4820055702278646,0.6661762424175316
2004-03-04,0.6274067323172491,-0.3483690500730938,0.24755892865237372
2004-04-01,1.04242249865001,-1.088183144693541,0.03998904355588689
2004-05-06,-0.492235005109388,-0.6943973425534935,0.054105633641677794
2004-06-03,0.4765326883189954,0.7836354735028465,-0.179817586001422
2004-07-01,-0.31201264085503305,-0.4047714924286169,0.3019961123399275
2004-09-02,0.09976877469492479,-0.5149199124021114,-0.12756436330599585
2004-10-07,-0.7597923800553864,-0.3026587682432736,-0.21636550129021015
2004-11-04,-0.3303474012525246,-0.3130458093250925,0.5361826249064049
2004-12-02,0.5589229748138499,-0.3866966575376527,0.09147338077528287
2005-01-13,0.026742331679215536,1.8037063228012993,0.8719143123301266
2005-02-03,-0.1357241131853971,0.03642027762250613,-0.2275102891044749
2005-03-03,-0.28712015165061616,0.08188653482720379,0.4079908778148441
2005-04-07,0.04954764403236503,0.777605657264245,0.651309924497857
2005-05-04,0.036352850637823814,-0.2810608909676084,-0.8120709144870818
2005-06-02,-0.29848825958698133,-0.671625924482914,0.31606137291910175
2005-07-07,0.19270897238543114,-1.049471484996354,-0.9641897292871696
2005-09-01,0.3363722442730867,0.7770840050390448,0.26998052604077294
2005-10-06,0.07821187051863775,0.06148972557256461,0.5383473156500382
2005-11-03,-0.32319236401955725,-0.34561331822076613,0.21329641279433767
2005-12-01,-0.29141061934621576,0.5803253613167658,0.07813436151876595
2006-01-12,-0.33370034921314545,0.6393964421565094,0.2534985917893747
2006-02-02,0.0945593408792085,-0.16236731312404143,-0.27675174353410686
2006-03-02,-0.2575696053250696,-1.499401380455872,-1.5617477494224876
2006-04-06,-3.526665033151332,-0.275594780228883,0.4370265746476468
2006-05-04,0.421461335611042,-0.06520220520055336,-0.14162977165637614
2006-06-08,-1.2201309058519996,-0.085427380650019,-0.9842554013154396
2006-07-06,1.1017424238716464,-0.08229843103446786,0.6226958746109834
2006-08-03,0.11141948812560185,-0.8598596352786507,-0.137807371128986
2006-08-31,0.2011043933221508,-0.46864499459407905,1.8821899071389656
2006-10-05,0.27683377735691833,0.11078001708764178,0.11572923430582659
2006-11-02,-0.01008439613206283,-0.25152187494090256,0.08748805410572574
2006-12-07,0.19398605524771176,-1.0529986689046436,-0.2620932574327695
2007-01-11,-1.1657443738504285,0.7719994289728808,0.05256483540613658
2007-02-08,-1.1359157647763634,-2.5904529286491695,-1.755554957652733
2007-03-08,0.46975422138720385,0.12744666941417057,0.6217620358275942
2007-04-12,-0.19654587866381368,-0.19006016440857615,-0.4111869074141708
2007-05-10,0.1623062250684564,0.4888268638919541,0.2943198864419184
2007-06-06,0.2292817215074946,0.7866383062225891,-0.13907131933082548
2007-07-05,-0.0561812964878354,-0.24057083766850124,-0.19261018594243437
2007-09-06,-1.5781834312143135,-0.2281337730743715,0.03935433475467861
2007-10-04,0.48678782205606125,0.6974835982788914,0.5684553109342572
2007-11-08,-0.32646366594892284,0.6415513111938533,0.22606375087842254
2007-12-06,-0.2213761320414118,-1.4392478666027702,-0.2729939622224664
2008-01-10,0.3169275898452076,0.6125945535728022,0.33595975919203125
2008-02-07,-1.458994823845685,0.5152745318963113,-1.290092429812161
2008-03-06,1.329269096960726,-0.6307522503563371,0.8601132800911065
2008-04-10,0.3079583535682623,0.37758696943744435,-0.5728832993442214
2008-05-08,-0.0830301774650112,0.3556041125837981,1.5023201785347424
2008-06-05,4.523740886138844,-2.8562977149672917,0.6571214319873819
2008-07-03,1.2754265770428643,6.9922440625904345,-1.8163456786915497
2008-08-07,0.9508842477473384,4.2814306597534095,-0.009932234616736046
2008-09-04,-0.1841687873153513,-0.05081619084202884,-0.2238851671533907
2008-10-02,-2.5967118110482668,0.25510952055123093,-0.15484813161265532
2008-12-04,0.41173687256156766,-0.9569515268725377,3.8491665203015772
2009-01-15,2.8216544406898296,1.4921952290875173,0.11060928689197708
2009-02-05,-2.0095672882171636,0.2642744262789304,0.5090073937818688
2009-03-05,-1.0084456625988325,-0.21832633583387306,-0.892380214822868
2009-04-02,1.2479264551588234,0.7188465225954558,-0.40876128072371115
2009-05-07,-0.4878508765591938,0.9541783335980483,-2.4447929183541053
2009-06-04,0.1652482998669874,-2.182578535213106,-0.5651511921437335
2009-07-02,-2.7645937170819246,-0.07384968908081617,1.0701357706752443
2009-08-06,-1.061700158710283,-1.7063118268337016,-0.8062040633639417
2009-09-03,-1.107405696816466,1.0102700841299925,-1.2765182114075062
2009-10-08,-0.20611468011541995,0.7856387153072093,-0.13865156411624713
2009-11-05,-0.8553198491789157,-0.8256435350948261,0.06218730573107253
2009-12-03,-2.2584238323685977,-1.5169811811811997,-0.2472404335061576
2010-01-14,0.03605310440038505,0.7199471642320525,-0.15972886263650865
2010-02-04,-0.029917882538596164,0.20048002711470816,0.3520802461185355
2010-03-04,-0.6119179716910067,-0.38605090955066923,-0.10654545297647804
2010-04-08,0.45160164354350163,0.3753229610873279,0.16612042083621284
2010-05-06,0.5156820995233158,0.10673423290771132,1.3275421778393592
2010-06-10,-0.7566159253457896,-0.4754627834935559,-2.385385870027948
2010-07-08,1.3586945628827252,-0.30155262583178244,-0.9272481126069513
2010-08-05,0.10148031610567615,0.5056303885984567,1.1643745893773683
2010-09-02,-0.4219380721852831,-0.044771343978498676,-1.043909000040676
2010-10-07,0.2645830600285615,0.29871670556812924,-0.25046993033744563
2010-11-04,-0.210410791644959,0.09276949036838199,0.5929809197845979
2010-12-02,-1.1856577106259578,-0.45838561957269963,-0.33870924458055385
2011-01-13,0.004944001713612988,-2.4757835809227173,-0.35456950898418493
2011-02-03,-0.8367230357993666,0.9244600516153076,-0.013812426372403808
2011-03-03,4.610611382574884,-1.281598537624159,0.04462061588589632
2011-04-07,0.5794314755592215,0.5326310652566327,1.0884972842113623
2011-05-05,-2.679343988908191,1.7221629913913914,1.321796888263268
2011-06-09,0.42284554903964133,1.53361199750663,0.6351053261916992
2011-07-07,0.20521517070864498,-0.6717642146833895,-0.883861554522353
2011-08-04,-5.205794052376473,1.4750766408406524,-1.068957932981701
2011-09-08,0.5974962034458827,1.1619488301091376,-1.74835078787687
2011-10-06,0.7011357295228432,-1.8593922623392776,2.030564289911239
2011-11-03,0.2436358221615383,-1.1069462411261428,1.7702576587233465
2011-12-08,-1.2818719956989806,-0.613308978699651,0.7509899228071861
2012-01-12,-0.11968854968029824,-0.14812231014699892,1.6654746029878373
2012-02-09,0.06789056164611798,-0.037129548048566205,0.09513116327127774
2012-03-08,-0.025893965362121907,-0.11725832843361045,0.4126900987082466
2012-04-04,0.04522700514859575,0.01808014279489752,-0.17306184685956635
2012-05-03,0.4903446588722046,-0.29681244230689924,-0.2186491276152347
2012-06-06,0.3539097279104421,-0.48453615853179766,-0.10014827539557185
2012-07-05,0.22994314633187465,0.566236899255066,-0.37891628761124396
2012-08-02,0.4216617830030961,-0.31759044108852735,3.3362458060687707
2012-09-06,-0.08978614605032138,0.041197607119051745,-0.2289443273060897
2012-10-04,0.28622505020981553,0.13339978597638574,0.32813996878725604
2012-11-08,0.4144798625922713,-0.07962597287064782,0.41285753390799945
2012-12-06,-0.086318792638419,0.5795070985884382,0.7344642422702415
2013-01-10,0.25592690713601346,-0.4305777519881646,-0.7483425322426043
2013-02-07,0.030501267788737522,0.9733741881951633,0.9171110110408763
2013-03-07,0.10589058954588855,-0.694734838441973,-1.2986567526486574
2013-04-04,0.04561713334454093,0.1442289989108658,0.08590282282090475
2013-05-02,-0.16179103581110413,0.2439892530607748,1.6458794305405502
2013-06-06,-0.14235703745345316,-1.3356308880877892,-1.835304493756265
2013-07-04,0.031205452214924906,1.135485542025225,0.5686566134117776
2013-08-01,-0.26943282628986603,-1.2227607138928225,-1.7452272568291922
2013-09-05,-0.07434179863069432,-0.1426869323803376,-0.4616610298156573
2013-10-02,0.059537874549458594,-0.047186632931528937,-0.7565686845311541
2013-11-07,-0.08459396849247554,-0.7129083681894013,0.1898952135709041
2013-12-05,0.41547682208049863,-0.18720065098706487,-1.4453637530402035
2014-01-09,-0.09298962380380227,0.22782799912287444,0.009326503295900103
2014-02-06,1.3290802704398412,7606837847418047e-20,-1.3039600494171264
2014-03-06,1.6889280250106504,0.5675532814521287,-0.928819180216094
2014-04-03,0.6838094182342999,0.4064549331905919,0.4562843463192081
2014-05-08,0.1889135080874748,1.0739616761068442,0.5276762716316361
2014-06-05,-2.326547650093484,-1.7829915275660453,0.9422498553685473
2014-07-03,0.0946005548833356,0.1960096071389036,-0.06578541010294989
2014-08-07,0.08160904753434421,-0.07279406368036079,-0.0726468342795499
2014-09-04,0.4358189107272404,-0.09679251814759904,-1.3841163545563626
2014-10-02,0.37276802195958364,0.21341562018284102,-0.3273296259380441
2014-11-06,0.22420261250787613,0.2657883391707881,-0.700540015039623
2014-12-04,0.32759879511078077,-0.11585176102173082,-0.26400921081792605
2015-01-22,-0.5791879042133551,-0.33583191542133917,3.9100622404268175
2015-03-05,-0.5986467560742654,-0.5569631569087604,1.709729545061949
2015-04-15,-0.05285338121972247,-0.43139125440098647,0.5939131515478534
2015-06-03,0.3458197587748373,0.30709597241514797,-3.180815258925206
2015-07-16,0.1274146021272338,0.013117093823287317,-0.8167728244959235
2015-09-03,0.15150862780369614,0.21039579126912303,0.7309823346720562
2015-10-22,-0.49360803460978486,0.46784423043567314,1.1729447133870077
2015-12-03,0.6880676210548867,-0.9428512288747428,-3.0120710011901983
2016-01-21,-0.699750008501148,0.4894101821410511,0.9207577531887022
2016-03-10,-0.09570535846165339,-1.313987956676228,0.3037414659148867
2016-04-21,0.14338761438944111,-0.006084385225294728,-0.4376794544736128
2016-06-02,-0.19615484647319217,-0.4592659374620661,1.2425300162282324
2016-07-21,1.3943307289893399,1.0408319642929995,-0.5984427531015875
2016-09-08,0.07646218579045783,-0.18386590191710345,-0.0088039038444176
2016-10-20,-0.04210905160412953,-0.18313987165567483,0.9901259033569457
2016-12-08,0.21222386974650972,-0.016608175305750608,0.10738636617845793
2017-01-19,0.012570728792032658,-0.10909274734683184,-0.015344730272842045
2017-03-09,-0.4361561036488338,-0.9201784181220521,-1.8663843874586312
2017-04-27,0.08644156169314297,-0.009529017660716203,0.7148557163164047
2017-06-08,0.12437110402755097,0.0826196289085498,0.3151121070066129
2017-07-20,-0.09124067463334373,-0.09347022328868772,-0.19273634616803764
2017-09-07,0.22953608336652231,0.1953680439893246,0.452538965425095
2017-10-26,0.3697506961072143,0.22860648163113398,-0.07291625466034844
2017-12-14,-0.20977898242984983,-0.15230737260985075,-0.3554917823360571
2018-01-25,-0.07773983276374424,-0.21500382062721538,-2.3360134329522073
2018-03-08,0.14220140194133205,0.06416780054253188,1.4562248269290443
2018-04-26,0.11610442773597238,0.08713555015289363,-0.21911278980642068
2018-06-14,0.13014334917240034,0.08420879412137239,0.23837144196864016
2018-07-26,0.023924373216683146,-0.08034536450808893,0.5494678029132883
2018-09-13,0.03179358075798106,-0.07517742591844191,-0.22250655499678246
