Date,DOIS2Ydy,DILS2Ydy,DLOGSTOXXdy,ConfFactor1,ConfFactor2,ConfFactor3
2002-01-03,NA,NA,0.89,1.9846102903220777,-2.0131465396121135,-0.7652036625600119
2002-02-07,0.1,NA,0.43,0.8031779882835778,0.5889356848719484,1.7140517822441599
2002-03-07,0.1,NA,0.21,0.5021546262517209,-0.819328216708419,0.7544321968372381
2002-04-04,-0.03,NA,-0.67,-0.9444702808522251,-1.1002277119484518,-1.0877917693188415
2002-05-02,0.1,NA,-0.38,2.3892315114042035,4.821020756308046,1.4517194212090105
2002-06-06,-0.02,NA,0.13,1.1807841098865446,2.646144403411524,-1.239332033763512
2002-07-04,0.06,NA,1.24,-0.08402266063609287,-1.255212339348572,0.3561544231644954
2002-09-12,-0.09,NA,-2.17,-2.191913945321681,-2.97015258226272,-0.9663721055208196
2002-10-10,0.11,NA,1.67,1.1460227384240154,2.5955453801267985,0.0781636916756826
2002-11-07,-0.03,NA,-1.59,-2.1996294623942747,-0.7259232563900325,-0.1498473600338694
2002-12-05,-0.04,NA,-0.85,-0.7091154171701769,0.5506203063669919,1.5938890644225547
2003-01-09,0.05,NA,0.75,1.7824037174553806,0.16875015932583193,0.7767747440453655
2003-02-06,-0.09,NA,-1.1,0.8887669556804565,0.39220782674962584,-0.1244966496984564
2003-03-06,-0.04,NA,-0.78,0.6450496006551784,-3.300588242852389,0.9128089113987237
2003-04-03,0.02,NA,0.45,1.113632373642635,-1.007809460970039,0.48928882307027627
2003-05-08,-0.01,NA,-1.31,2.1772506879832747,3.358605938216234,1.1201234435125562
2003-06-05,-0.08,NA,-0.53,2.1783359619219227,-8.522599909686159,-2.0165249931778058
2003-07-10,-0.04,NA,-0.56,1.11185490806191,-0.7327313134583143,0.10534763881123674
2003-09-04,-0.05,NA,-0.05,1.1444447950331222,-3.0963909721192393,0.5183915523860598
2003-10-02,0.11,NA,-0.08,0.2719040395474233,4.170446762127459,0.13504652403657552
2003-11-06,0.09,NA,0.28,0.47714322283242167,0.383199530441333,1.1450906539143366
2003-12-04,-0.06,NA,-0.01,0.53377331226403,-3.5618754231682592,-0.7301164574529764
2004-01-08,-0.01,NA,0.6,-0.11023753137690799,-1.495035901000437,-0.4988078081749311
2004-02-05,0,NA,-0.06,-0.5204001663366141,-1.7414609484883008,-1.2807657368383087
2004-03-04,-0.03,NA,0.38,1.4673777973908821,1.258639181446511,-0.47594761487702014
2004-04-01,0.08,NA,0.5,2.4380159651304045,3.931548862373385,-0.07688145204555982
2004-05-06,0.08,NA,-0.9,-1.1512383919254376,2.5088213279761282,-0.1040214845949952
2004-06-03,0,NA,0.1,1.1145138401490802,-2.8312340338934416,0.34571062185560814
2004-07-01,-0.02,NA,-0.07,-0.7297346332338416,1.462418259590923,-0.5806065252938432
2004-09-02,0.07,NA,0.31,0.23333904040130593,1.8603787475389117,0.24525051384452354
2004-10-07,0.01,NA,0.04,-1.7770011249358046,1.093490320794559,0.4159762883178035
2004-11-04,-0.02,NA,-0.02,-0.7726159396367774,1.1310181576736642,-1.030844828954047
2004-12-02,0.07,NA,0.2,1.3072081019347366,1.3971148252382712,-0.17586332935649462
2005-01-13,-0.05,NA,0.18,0.06254491980283913,-6.516696730734815,-1.6763101197347254
2005-02-03,0.01,NA,-0.17,-0.31743132484927494,-0.1315845606985689,0.43740284403681867
2005-03-03,-0.02,NA,-0.06,-0.671516121861726,-0.29585177312616623,-0.7843881303115136
2005-04-07,-0.03,0,0.2,0.11588194550860484,-2.809448622780618,-1.2521843053610047
2005-05-04,0.01,0,0.27,0.08502198518143488,1.0154583183261372,1.5612574224857034
2005-06-02,0.01,0,0.07,-0.6981038333492248,2.426549383913598,-0.6076478736375421
2005-07-07,-0.05,0,-0.73,0.4507074165302513,3.7916856579254574,1.8537154141087284
2005-09-01,-0.06,0,0.25,0.7867068322360425,-2.8075639205385907,-0.5190545464542146
2005-10-06,0.05,-0.04,-0.44,0.18292178961418565,-0.22215916668195654,-1.0350065830947164
2005-11-03,0.01,0,0.53,-0.7558817507376815,1.2486828662050393,-0.4100757726005611
2005-12-01,-0.06,-0.07,0.68,-0.6815506604037228,-2.0966852181246587,-0.15021822564523732
2006-01-12,-0.04,0,0.02,-0.7804578086187224,-2.310105947720746,-0.48736699093676333
2006-02-02,-0.01,0,-0.6,0.22115522546210944,0.5866246213354321,0.5320726380791435
2006-03-02,0.06,0,-0.49,-0.6024033544250009,5.417258868894292,3.0025583016678636
2006-04-06,-0.04,0,-0.03,-8.248158175427934,0.9957095457401632,-0.8402110841798841
2006-05-04,0.02,-0.02,0.24,0.9857130541940592,0.2355721616627914,0.27229214628766274
2006-06-08,-0.07,-0.03,-1.24,-2.8536400853479114,0.3086446641339103,1.892292930963999
2006-07-06,0.03,0.01,0.52,2.5767533052472817,0.29733993260831026,-1.1971719942730323
2006-08-03,0.07,0.02,-0.34,0.26058770913776863,3.106627948949372,0.2649433407971097
2006-08-31,-0.02,0.01,-0.1,0.4703426127239443,1.6931898865904838,-3.618628509684339
2006-10-05,0.02,0.04,0.28,0.6474583671760588,-0.4002424153309966,-0.22249673376454013
2006-11-02,0.03,-0.01,-0.43,-0.023585368505100852,0.9087353963421445,-0.16820128810754004
2006-12-07,0.04,0.01,0.18,0.4536942557543344,3.8044291891496274,0.5038907763478051
2007-01-11,-0.02,0,0.79,-2.7264409568950785,-2.789193612795763,-0.10105920305174967
2007-02-08,0.04,-0.01,-0.26,-2.6566778567755165,9.359171123286098,3.375164852380026
2007-03-08,0.02,-0.01,0.65,1.0986603732292675,-0.4604581596323758,-1.1953766304618652
2007-04-12,0.02,0,-0.13,-0.45968116640184387,0.6866774465372504,0.7905326982863246
2007-05-10,0,0,-0.33,0.37960152286563625,-1.7661059261979295,-0.5658484980746152
2007-06-06,-0.05,0.01,-0.74,0.5362436999122513,-2.8420831116619882,0.26737336073324514
2007-07-05,0.04,0.02,-0.31,-0.13139672057774243,0.8691698706858515,0.37030520005622103
2007-09-06,0,0,0.21,-3.691052722085011,0.8242354059362751,-0.07566118444414065
2007-10-04,-0.03,0.01,-0.01,1.1384985294740833,-2.519971808706648,-1.0928910981968751
2007-11-08,-0.04,-0.02,-0.36,-0.763532666120728,-2.3178913769967333,-0.4346217832919451
2007-12-06,0.05,0.02,0.05,-0.5177541207281513,5.199927365359998,0.5248480670962234
2008-01-10,0.01,0.01,-0.21,0.741229707564418,-2.213272124219089,-0.645903773103811
2008-02-07,-0.07,-0.04,-0.71,-3.412294610088487,-1.861659969248507,2.480283859210788
2008-03-06,0.01,0.05,-0.8,3.1088923009064935,2.2788749342614483,-1.6536218928231627
2008-04-10,0,0.01,-0.21,0.7202524730299192,-1.3642019979613544,1.1014041844907045
2008-05-08,-0.04,0.01,-0.18,-0.1941908376972521,-1.2847790843864435,-2.8883050579011047
2008-06-05,0.27,0.02,-0.19,10.58011748288503,10.319654450301107,-1.2633572941258873
2008-07-03,-0.2,0.03,0.56,2.9829655069888656,-25.262612570107795,3.4920388380713585
2008-08-07,-0.18,0.03,-0.15,2.223926459762049,-15.468585340406586,0.01909534591205369
2008-09-04,-0.08,0.02,-1.23,-0.4307336462279148,0.18359624321454826,0.4304333190204956
2008-10-02,-0.17,-0.08,-0.86,-6.073185162807883,-0.921697372537666,0.29770527490323884
2008-12-04,0.12,0.06,-0.01,0.9629694965697344,3.4574158818474947,-7.400264795839949
2009-01-15,0.09,-0.05,-0.78,6.599280602051347,-5.391223420401545,-0.21265331275289376
2009-02-05,-0.03,-0.04,-0.09,-4.699972552417253,-0.9548096982185087,-0.9785987374563059
2009-03-05,-0.03,-0.02,-2.09,-2.358550998819081,0.7888016474612356,1.715657104837428
2009-04-02,0.17,0,2.39,2.91864826874511,-2.5971549384062085,0.7858692783717578
2009-05-07,0.01,0.02,-0.56,-1.1409847995361715,-3.4473964793998206,4.700268193488601
2009-06-04,0.19,-0.01,0.06,0.38648244239559226,7.885542244430051,1.0865387219518303
2009-07-02,-0.12,0,-1.44,-6.4658270788224,0.26681506923549975,-2.057403344004093
2009-08-06,-0.01,0.03,0.31,-2.4831025236593782,6.1648155040405035,1.5499780321033914
2009-09-03,-0.02,-0.06,-0.07,-2.5899985583689693,-3.6500530442141037,2.4541865703402768
2009-10-08,0.04,0,0.54,-0.4820606629460869,-2.83847164189666,0.26656635492538233
2009-11-05,0,0.03,0.47,-2.0004206070875044,2.9830069662052825,-0.11955900762478201
2009-12-03,0.02,0.01,-0.03,-5.281997814203241,5.480773770663772,0.4753352879211044
2010-01-14,-0.03,-0.01,0.16,0.08432093919162759,-2.60113149914908,0.3070887873554244
2010-02-04,-0.09,-0.02,-1.53,-0.06997189274641996,-0.7243238662306167,-0.6768964233996108
2010-03-04,0.02,0.01,-0.1,-1.4311527104076622,1.3947817714908528,0.20484033638453136
2010-04-08,-0.01,-0.02,-0.47,1.0562051550729703,-1.3560222540490272,-0.3193769601030475
2010-05-06,-0.1,-0.06,-1.11,1.2060764164223252,-0.3856252084135954,-2.5522833558490987
2010-06-10,0.03,0.01,0.88,-1.769572038068877,1.7178222017686322,4.586054405637619
2010-07-08,0.05,0.01,0.52,3.1777125305083502,1.0894938860393177,1.782692831952783
2010-08-05,0.01,-0.01,-0.09,0.23734199053889177,-1.8268161832588568,-2.2385834017554607
2010-09-02,0.02,0.06,0,-0.9868280448822558,0.16175652723895637,2.006980727468304
2010-10-07,0.03,-0.06,0.11,0.6188064103452023,-1.0792478542562327,0.4815441987548672
2010-11-04,-0.04,0,0.82,-0.49210840127729266,-0.33517132304368413,-1.140043124178203
2010-12-02,0,0.03,0.94,-2.773014235043461,1.6561233005193259,0.6511898317401533
2011-01-13,0.14,0.02,0.55,0.011563022790692361,8.94487675950968,0.6816821878644888
2011-02-03,-0.09,-0.02,-0.25,-1.9569264116162746,-3.340025878880328,0.026555258674759212
2011-03-03,0.24,0.02,0.15,10.783290052053625,4.63034857430609,-0.0857859412336425
2011-04-07,-0.01,0.01,-0.11,1.3551733485625266,-1.924368217690211,-2.0927045089453866
2011-05-05,-0.16,-0.06,-0.38,-6.266445159706348,-6.22208493362869,-2.5412376751887247
2011-06-09,-0.04,-0.03,0.41,0.98895045020426,-5.540860041365015,-1.2210299456461666
2011-07-07,0.02,0.05,0.18,0.4799568918769259,2.4270490191845613,1.6992794444797563
2011-08-04,-0.25,-0.09,-1.51,-12.175302266893974,-5.329374855226098,2.055138876937581
2011-09-08,-0.05,0.02,0.25,1.3974231033888598,-4.198060430754236,3.3613143827538394
2011-10-06,0.11,0,1.36,1.6398150505325613,6.71788712162475,-3.903887595162436
2011-11-03,-0.05,0.08,1.05,0.5698150460842385,3.999338949725797,-3.4034317201714708
2011-12-08,-0.01,-0.03,-1.07,-2.9980400411685397,2.2158533048856066,-1.4438253732252548
2012-01-12,0.01,0.05,0.12,-0.279927376223911,0.5351581696429927,-3.2019797033594597
2012-02-09,0.02,0.04,0.16,0.1587823299950453,0.13414711770038396,-0.1828956463251639
2012-03-08,0.02,0.03,0.93,-0.06056076210475439,0.42364821584035534,-0.7934226781186573
2012-04-04,-0.01,0,-1.08,0.10577684264308293,-0.06532261153231371,0.33272228833517753
2012-05-03,0.03,0.01,-0.06,1.1468172533642056,1.0723678505593766,0.4203667035962281
2012-06-06,0.05,0.14,1.04,0.8277234691097265,1.7506038318494148,0.19254136002301828
2012-07-05,-0.08,0.02,-0.52,0.5377906391654432,-2.0457843405827028,0.728490401490907
2012-08-02,0,0,-1.32,0.986181860213336,1.1474376748538075,-6.414142453620073
2012-09-06,0.04,-0.02,1.45,-0.2099916855226172,-0.14884480263386948,0.4401598726983036
2012-10-04,0.02,0,-0.12,0.6694226601358814,-0.4819664588206936,-0.6308697340883279
2012-11-08,-0.01,-0.01,0,0.9693847969836353,0.2876844808537564,-0.7937445828239437
2012-12-06,-0.05,-0.01,0.19,-0.20188224526598897,-2.0937288776277794,-1.412053712721654
2013-01-10,0.05,0.03,0.03,0.598561414697111,1.5556549274332883,1.4387355983109757
2013-02-07,-0.04,-0.01,-0.32,0.07133631317624393,-3.516750099396229,-1.7632036164419402
2013-03-07,0.05,-0.01,0.18,0.24765673055242104,2.5100406829926785,2.496749308666627
2013-04-04,-0.02,-0.03,-0.29,0.10668927380357078,-0.5210918395073652,-0.1651535812316614
2013-05-02,-0.03,-0.08,0.11,-0.37839659910764445,-0.8815204269429948,-3.164306751548918
2013-06-06,0.05,0,-0.53,-0.33294439683492766,4.8255646342428316,3.5284883527790933
2013-07-04,-0.07,0.05,1.26,0.07298325851334515,-4.102449953172113,-1.0932781148743436
2013-08-01,0.03,-0.02,0.63,-0.6301490354204704,4.417770590458888,3.355309197805636
2013-09-05,0.04,0.01,0.25,-0.17387047207141615,0.5155204336798015,0.8875723740547224
2013-10-02,0,-0.02,-0.22,0.13924707963373145,0.17048284006772507,1.4545508936132439
2013-11-07,-0.05,-0.01,-0.19,-0.19784822948994954,2.5757006967065763,-0.36508549486634545
2013-12-05,0.02,-0.03,-0.56,0.9717164841373894,0.6763461739071729,2.778802746618637
2014-01-09,-0.02,-0.01,-0.29,-0.2174839738385745,-0.823130660621101,-0.017930789339695094
2014-02-06,0.04,-0.02,0.7,3.1084506737609234,-2.7483107812424054e-4,2.506945230347489
2014-03-06,0.05,-0.01,0.12,3.9500619895144946,-2.0505403607016945,1.7857133082710983
2014-04-03,0,0.03,0.26,1.5992923031887605,-1.4685004431322606,-0.8772353617723779
2014-05-08,-0.03,-0.01,0.61,0.4418305910919251,-3.8801674392039853,-1.0144908296276378
2014-06-05,0.01,0.01,0.39,-5.441325683118194,6.4418552575521035,-1.8115346262085918
2014-07-03,-0.01,0,0.5,0.22125161670479554,-0.7081724723628543,0.12647658964533737
2014-08-07,-0.01,-0.05,-0.54,0.19086710143486538,0.2630011498024602,0.13966810929397028
2014-09-04,-0.06,0.04,0.78,1.0192925264322186,0.3497063122739498,2.661050769808541
2014-10-02,0.01,-0.04,-1.22,0.8718292151258313,-0.7710594883169755,0.6293117989800505
2014-11-06,-0.01,0,0.15,0.5243646884310679,-0.9602793864201136,1.3468322516139772
2014-12-04,0.01,-0.01,-0.76,0.766187504271937,0.41856636125090185,0.5075743172681219
2015-01-22,-0.01,0.05,0.7,-1.3546036843134917,1.213343168805726,-7.517340648880682
2015-03-05,-0.01,0.05,0.42,-1.4001140139173187,2.0122787938837328,-3.2870626136845047
2015-04-15,0.01,0.02,0.22,-0.12361339801441712,1.5585940691588924,-1.1418353983920613
2015-06-03,0.02,0.01,0.27,0.8088026630684527,-1.109521707697693,6.115317448217463
2015-07-16,0.01,-0.01,0.63,0.297997054533289,-0.04739137483434713,1.570297140286458
2015-09-03,-0.01,0.04,0.96,0.3543481207655993,-0.7601490041873634,-1.405359526308747
2015-10-22,-0.04,0.05,1.06,-1.154449630983399,-1.6902967675127234,-2.255060004331633
2015-12-03,0.13,-0.02,-1.6,1.609251380696008,3.4064722416866573,5.790895996604432
2016-01-21,-0.05,0.02,0.91,-1.6365741285661946,-1.7682134245632755,-1.770214707646679
2016-03-10,0.06,-0.02,-0.66,-0.22383552943284987,4.747369853534744,-0.5839620773462008
2016-04-21,0.02,0.03,0.13,0.335354708418271,0.021982566011427857,0.841466286719584
2016-06-02,0,-0.01,-0.07,-0.4587666209801461,1.6593038430716924,-2.388842126826929
2016-07-21,0,0.01,0.02,3.26105833512834,-3.760471520894976,1.1505438423475216
2016-09-08,0.02,0.01,-0.11,0.17882962995073645,0.6642978997023745,0.016926059016199445
2016-10-20,0,-0.02,0.29,-0.09848457820156517,0.6616747902907946,-1.9035793404665582
2016-12-08,-0.01,0.02,0.6,0.496348825254455,0.060004469879755815,-0.20645704491926142
2017-01-19,0.01,0.01,-0.05,0.029400399097285708,0.3941463978891288,0.029501209324369688
2017-03-09,0.02,-0.02,0.26,-1.0200811526631741,3.324556560713073,3.588241403734667
2017-04-27,-0.01,0.01,-0.19,0.2021693773221645,0.0344278430760618,-1.3743550879546682
2017-06-08,-0.01,-0.01,0.18,0.2908789263592711,-0.2985004037501411,-0.6058228502001223
2017-07-20,0,0,-0.01,-0.2133935344962718,0.3377030344831509,0.3705477510269943
2017-09-07,-0.02,-0.01,0.17,0.5368386009950972,-0.7058545382143905,-0.870034631372295
2017-10-26,-0.02,-0.01,0.55,0.8647722985592722,-0.8259432772607268,0.1401860869259562
2017-12-14,0,0.01,-0.31,-0.4906307269606432,0.5502785817216235,0.6834553164059545
2018-01-25,0.01,0,-0.16,-0.18181778851667954,0.7767975735655385,4.491132789217708
2018-03-08,0,-0.02,0.46,0.33258039676414647,-0.23183491166373593,-2.7996838444668817
2018-04-26,0,0.01,0.25,0.27154483792244777,-0.31481619132445415,0.42125812332891527
2018-06-14,-0.03,0.01,0.59,0.30437904347686423,-0.3042419746567145,-0.4582840937200932
2018-07-26,0,0,0.51,0.055954283348210045,0.29028360526362684,-1.0563864194755983
2018-09-13,0,-0.02,0.09,0.07435877254856285,0.27161211307775557,0.42778285041752495
